summary_date,site,monitor,pm25_davg,name,obs_count,units,basin,county_name,state,latitude,longitude 
2017-12-17,2143,-,7.1,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-18,2143,-,18.2,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-19,2143,-,16.3,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-20,2143,-,2.8,Davis-UCD Campus,23,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-21,2143,-,3.0,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-22,2143,-,26.9,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-23,2143,-,14.0,Davis-UCD Campus,23,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-24,2143,-,13.0,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-25,2143,-,8.4,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-26,2143,-,9.3,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-27,2143,-,5.4,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-28,2143,-,6.2,Davis-UCD Campus,23,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-29,2143,-,7.6,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-30,2143,-,5.3,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611 
2017-12-31,2143,-,9.0,Davis-UCD Campus,24,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),SV,Yolo,CA,38.534722000000002,-121.773611
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
January 2, 2018 at 03:59:07
  
